uniprot_id,data_split
Q9JIY5,train/val
Q8BHC7,train/val
Q920A5,train/val
P06612,train/val
P24171,train/val
Q05523,train/val
Q8KXD2,train/val
P48769,train/val
P43346,train/val
P27707,train/val
P29704,train/val
Q9NVS9,train/val
Q91XF0,train/val
O95470,train/val
Q95M12,train/val
Q8CGU9,train/val
Q8IWU9,train/val
Q16576,train/val
P19357,train/val
P14672,train/val
P14142,train/val
O14986,train/val
P57787,train/val
O35910,train/val
P43251,train/val
Q8N6P7,train/val
O95256,train/val
Q13478,train/val
Q13651,train/val
Q01638,train/val
P51810,train/val
P60893,train/val
Q14439,train/val
Q15760,train/val
Q16538,train/val
Q5T601,train/val
Q5T6X5,train/val
Q5T848,train/val
Q5UAW9,train/val
Q9NQ25,train/val
P46934,train/val
P07498,train/val
P61793,train/val
Q92633,train/val
P61794,train/val
Q9TUN4,train/val
Q13322,train/val
A6K863,train/val
Q9R0W5,train/val
P51660,train/val
P97852,train/val
Q3U7R1,train/val
Q9BSJ8,train/val
Q9JK96,train/val
P56696,train/val
P13995,train/val
Q6P6C2,train/val
Q3UXZ9,train/val
P29375,train/val
P35438,train/val
Q05586,train/val
P35439,train/val
Q13237,train/val
P08254,train/val
A6IPZ9,train/val
Q15120,train/val
Q922H2,train/val
P00439,train/val
P04176,train/val
P18292,train/val
P19221,train/val
O60779,train/val
Q13231,train/val
P16116,train/val
P16112,train/val
P46020,train/val
P24822,train/val
Q9JKS8,train/val
P14604,train/val
P16177,train/val
P34969,train/val
P32304,train/val
P32305,train/val
P50407,train/val
P30411,train/val
P08703,train/val
P07478,train/val
P14151,train/val
P09219,train/val
P00845,train/val
P07677,train/val
P10323,train/val
P46019,train/val
P47713,train/val
A4IFJ5,train/val
P47712,train/val
P15822,train/val
P11348,train/val
P09417,train/val
Q01432,train/val
O60391,train/val
Q99P96,train/val
Q8WUI4,train/val
Q8C2B3,train/val
P18337,train/val
O15226,train/val
P29074,train/val
P29350,train/val
P27169,train/val
P50339,train/val
P24547,train/val
P12268,train/val
Q13797,train/val
Q05932,train/val
P18434,train/val
Q01815,train/val
P22002,train/val
P15381,train/val
O35505,train/val
Q13936,train/val
Q9UBL9,train/val
O35379,train/val
Q8CG09,train/val
F1LMY4,train/val
P21817,train/val
P16960,train/val
E9PZQ0,train/val
P11716,train/val
P08236,train/val
P08289,train/val
P09242,train/val
P05186,train/val
P09487,train/val
P21980,train/val
O60755,train/val
P54098,train/val
O08858,train/val
P30938,train/val
P11880,train/val
P49189,train/val
P78368,train/val
P19021,train/val
Q00690,train/val
P30519,train/val
O88496,train/val
P46626,train/val
P28700,train/val
P19793,train/val
Q05343,train/val
P43003,train/val
P24942,train/val
Q5SWU9,train/val
P11497,train/val
Q13085,train/val
O43280,train/val
P18065,train/val
P13234,train/val
Q99523,train/val
Q01860,train/val
Q9H9S0,train/val
P35465,train/val
O88643,train/val
Q13153,train/val
Q9EQZ6,train/val
Q8WZA2,train/val
P15396,train/val
Q15116,train/val
Q5L478,train/val
Q8IZ08,train/val
O08878,train/val
Q91ZP4,train/val
Q9NYV8,train/val
Q9NYV7,train/val
Q9NYW5,train/val
P59536,train/val
P59551,train/val
Q9NYW1,train/val
P10417,train/val
P10415,train/val
Q64373,train/val
Q07817,train/val
P53563,train/val
O95433,train/val
A0A060INS8,train/val
O60671,train/val
P30313,train/val
Q8K4Z6,train/val
Q9BW92,train/val
Q9NYW0,train/val
P59543,train/val
P59544,train/val
Q86Y34,train/val
Q9HCF6,train/val
Q9Z1J7,train/val
Q15758,train/val
O00398,train/val
Q9BXC1,train/val
Q8BFU7,train/val
P0A988,train/val
P55926,train/val
Q6NXK8,train/val
P78348,train/val
Q62962,train/val
Q16515,train/val
Q925H0,train/val
P03101,train/val
P26535,train/val
Q9NRN7,train/val
P0A7I7,train/val
P77364,train/val
P0ABF8,train/val
Q13671,train/val
O95149,train/val
P0A879,train/val
P00514,train/val
P10644,train/val
Q5AAJ8,train/val
A0A1D8PT39,train/val
P0A877,train/val
P0AC30,train/val
B2RLK2,train/val
P72197,train/val
B0K020,train/val
A8K2H7,train/val
Q16581,train/val
B1B4J9,train/val
B7UUK1,train/val
B4URE7,train/val
P03452,train/val
E2QF15,train/val
P0A6W3,train/val
P03469,train/val
D5F1R0,train/val
P06709,train/val
P0AEG4,train/val
Q4QKG6,train/val
Q8DW17,train/val
Q8I6Z5,train/val
Q9RUB5,train/val
P59722,train/val
Q9BRH5,train/val
O75907,train/val
Q8MK44,train/val
A0A8I3N393,train/val
P52565,train/val
P98139,train/val
P01501,train/val
Q9H2J7,train/val
Q04756,train/val
Q9NSI6,train/val
P05160,train/val
Q8TDN7,train/val
P13864,train/val
Q05097,train/val
Q99952,train/val
Q76I76,train/val
O15355,train/val
Q9BW19,train/val
Q8NCQ2,train/val
Q01844,train/val
P06794,train/val
Q9NVM4,train/val
D4A7K4,train/val
Q8R4K2,train/val
O14804,train/val
O60232,train/val
Q9H930,train/val
Q96ST3,train/val
Q6UXV0,train/val
Q5VT52,train/val
Q92541,train/val
P78563,train/val
P38159,train/val
P55769,train/val
Q99496,train/val
Q1L5Z9,train/val
C7FF04,train/val
Q08211,train/val
Q7RTX1,train/val
P61201,train/val
Q12873,train/val
Q63HN8,train/val
Q9Y3F4,train/val
Q9BX66,train/val
Q9UM00,train/val
Q9BQG0,train/val
P9WK85,train/val
P21912,train/val
Q007T0,train/val
Q96GX5,train/val
Q9NV35,train/val
Q8NHU6,train/val
Q05320,train/val
P35343,train/val
P58022,train/val
B5DF27,train/val
Q15645,train/val
P35625,train/val
P48032,train/val
P63315,train/val
P63316,train/val
O33336,train/val
Q9DCJ1,train/val
Q9BVC4,train/val
P80560,train/val
P20595,train/val
Q02153,train/val
P16068,train/val
Q9CWR8,train/val
Q6PD62,train/val
Q9BT78,train/val
O43583,train/val
Q9HCG8,train/val
Q8C1B2,train/val
Q7Z3E1,train/val
C7FF05,train/val
O00451,train/val
Q9H444,train/val
Q9NXW2,train/val
Q9UJX3,train/val
O43615,train/val
P22681,train/val
P35244,train/val
A4D1E9,train/val
Q8N1G4,train/val
Q9ULX6,train/val
P49815,train/val
Q8TCT8,train/val
O00762,train/val
P61086,train/val
P49190,train/val
Q15399,train/val
Q96GG9,train/val
P62575,train/val
Q84HF5,train/val
Q9H840,train/val
Q96JB2,train/val
P83436,train/val
Q69YH5,train/val
Q5XIT0,train/val
Q9QUK0,train/val
P55061,train/val
O14497,train/val
Q9BRP8,train/val
Q07021,train/val
Q9BUV8,train/val
O76024,train/val
Q9Y4R8,train/val
Q9Y2U9,train/val
Q9NWW5,train/val
P14868,train/val
O60264,train/val
P05165,train/val
P82673,train/val
O75888,train/val
P9WFV1,train/val
Q9D7Q1,train/val
Q02248,train/val
P35222,train/val
O95630,train/val
Q8R180,train/val
Q96HE7,train/val
Q26513,train/val
Q15020,train/val
Q5HYI8,train/val
P63079,train/val
P28472,train/val
P63080,train/val
P63138,train/val
P63137,train/val
P47870,train/val
Q00535,train/val
Q03114,train/val
P49615,train/val
Q02399,train/val
Q00959,train/val
Q12879,train/val
P35436,train/val
Q00961,train/val
Q01098,train/val
Q07001,train/val
Q13224,train/val
Q00960,train/val
Q01097,train/val
P18508,train/val
P18507,train/val
P22723,train/val
P22300,train/val
A0A8C0NGN4,train/val
P19969,train/val
Q8BHJ7,train/val
A0A8I3PC22,train/val
P31644,train/val
P20236,train/val
P26049,train/val
P34903,train/val
P10064,train/val
P23574,train/val
Q9R0Y8,train/val
Q8N1C3,train/val
A0A8C0N7E7,train/val
P23944,train/val
P24385,train/val
P24864,train/val
P28473,train/val
Q99928,train/val
P27681,train/val
A0A8C0Q305,train/val
P04637,train/val
P04757,train/val
P32297,train/val
Q07263,train/val
Q8R4G9,train/val
P05556,train/val
P49134,train/val
P07510,train/val
P04760,train/val
P18916,train/val
P08482,train/val
P11229,train/val
P12657,train/val
P56489,train/val
A0A8C0MJA7,train/val
O14732,train/val
Q02768,train/val
P01589,train/val
P24228,train/val
P10613,train/val
P14324,train/val
P15692,train/val
P24530,train/val
Q9N0W7,train/val
P29218,train/val
P18405,train/val
Q70GM3,train/val
P30518,train/val
P37088,train/val
P35346,train/val
Q15822,train/val
P07098,train/val
Q9Y271,train/val
Q8VHN2,train/val
Q91ZU9,train/val
Q91ZM7,train/val
Q9JLF1,train/val
Q9ES14,train/val
P00747,train/val
P00918,train/val
P07477,train/val
Q9L4P2,train/val
P08911,train/val
Q920H4,train/val
P10980,train/val
P08172,train/val
Q9ERZ4,train/val
P06199,train/val
Q8VH27,train/val
P11230,train/val
P11802,train/val
P30285,train/val
Q0GMK6,train/val
P12389,train/val
Q91X60,train/val
P12390,train/val
Q9ERK7,train/val
P17787,train/val
P13612,train/val
P14635,train/val
P15431,train/val
P50571,train/val
P08220,train/val
P18505,train/val
A0A8I3MZR1,train/val
P30926,train/val
P43681,train/val
P20701,train/val
P11388,train/val
O95067,train/val
P48372,train/val
Q16512,train/val
Q02401,train/val
P00800,train/val
P43133,train/val
P17764,train/val
Q8QZT1,train/val
Q02156,train/val
P09216,train/val
P16054,train/val
A0A8I3Q258,train/val
Q99943,train/val
O35083,train/val
P0DMN7,train/val
D3Z6H8,train/val
P17707,train/val
P17708,train/val
P11678,train/val
P05164,train/val
P11247,train/val
Q28017,train/val
P20151,train/val
O88457,train/val
D3ZWV0,train/val
P04439,train/val
P51452,train/val
P32019,train/val
P60891,train/val
Q14558,train/val
O70282,train/val
Q9UBY5,train/val
Q8K5E0,train/val
P19838,train/val
P21398,train/val
P18846,train/val
P54709,train/val
Q6P762,train/val
Q9GK37,train/val
O08593,train/val
Q13946,train/val
P70453,train/val
Q28037,train/val
A3RGC1,train/val
P11473,train/val
Q28642,train/val
P07814,train/val
Q9TT93,train/val
P30994,train/val
O95644,train/val
P10635,train/val
A0A087X1C5,train/val
P43253,train/val
P04800,train/val
P05183,train/val
O00444,train/val
P19256,train/val
P83111,train/val
P37136,train/val
P21836,train/val
Q9Y3R4,train/val
P35869,train/val
P48147,train/val
Q9XTA2,train/val
P23687,train/val
O70196,train/val
Q9QUR6,train/val
Q02110,train/val
Q02734,train/val
Q11203,train/val
Q6B4J2,train/val
Q9BQB6,train/val
O60733,train/val
P11712,train/val
P33261,train/val
Q62795,train/val
P09601,train/val
P54136,train/val
P49641,train/val
P54369,train/val
P02769,train/val
P22748,train/val
P15514,train/val
Q9I7C2,train/val
P19320,train/val
Q9BYF1,train/val
Q64264,train/val
G3I1B6,train/val
P08908,train/val
P19327,train/val
P28843,train/val
P14740,train/val
P41439,train/val
Q9NYL2,train/val
Q9ESL4,train/val
P08218,train/val
P00774,train/val
P16497,train/val
Q01118,train/val
Q02750,train/val
P31938,train/val
P29678,train/val
Q01986,train/val
Q05469,train/val
O14764,train/val
P22933,train/val
P18506,train/val
A0A8I3P3X2,train/val
Q14534,train/val
Q09472,train/val
Q8TDS4,train/val
P49019,train/val
Q8C7N7,train/val
Q8BVF7,train/val
Q96BI3,train/val
O15296,train/val
Q9P0G3,train/val
Q9UI42,train/val
P15088,train/val
O60256,train/val
P49356,train/val
Q8K2I1,train/val
Q02293,train/val
P49355,train/val
Q01061,train/val
Q01066,train/val
Q01064,train/val
Q64604,train/val
P10586,train/val
P31652,train/val
P31645,train/val
Q60857,train/val
Q9MYX0,train/val
Q91V92,train/val
P16638,train/val
P53396,train/val
Q9TTK6,train/val
Q9UBF8,train/val
P29477,train/val
Q06518,train/val
P06795,train/val
P43245,train/val
P55210,train/val
P61978,train/val
Q7TSF2,train/val
P14555,train/val
P05121,train/val
P16581,train/val
Q99500,train/val
O95264,train/val
P35821,train/val
P20417,train/val
P35918,train/val
Q96HH9,train/val
P30936,train/val
P30935,train/val
P16277,train/val
P05413,train/val
P9WPX7,train/val
O74189,train/val
O76083,train/val
P41516,train/val
Q01320,train/val
O75469,train/val
P10696,train/val
P05187,train/val
Q9JKC1,train/val
Q03311,train/val
P52209,train/val
P00349,train/val
P85968,train/val
Q96M32,train/val
Q16790,train/val
P31647,train/val
P31650,train/val
P48066,train/val
P62942,train/val
Q62658,train/val
P62943,train/val
P26883,train/val
P15144,train/val
O13423,train/val
P00813,train/val
P51649,train/val
P31358,train/val
Q9H4B7,train/val
P39086,train/val
P22756,train/val
P25100,train/val
P25101,train/val
Q61614,train/val
P21450,train/val
Q29010,train/val
P26684,train/val
A5A8K3,train/val
P17948,train/val
P11926,train/val
P09057,train/val
P00860,train/val
P27117,train/val
P29275,train/val
Q99720,train/val
O55242,train/val
Q9R0C9,train/val
Q60492,train/val
P10275,train/val
P00750,train/val
Q13621,train/val
P55017,train/val
P9WNL9,train/val
P12235,train/val
P35368,train/val
P97717,train/val
P18841,train/val
P15823,train/val
Q9WU27,train/val
P15260,train/val
P25021,train/val
P18089,train/val
P27487,train/val
P48039,train/val
P49286,train/val
P01008,train/val
P21397,train/val
P0DMS8,train/val
P04818,train/val
P21579,train/val
P31350,train/val
P35916,train/val
P07862,train/val
P14778,train/val
P13196,train/val
P30572,train/val
P16473,train/val
Q01718,train/val
Q02127,train/val
P07099,train/val
P07101,train/val
P25103,train/val
P30548,train/val
P14600,train/val
P30547,train/val
Q5DUB1,train/val
Q5DUB3,train/val
M3W532,train/val
P47901,train/val
P0A7V0,train/val
P55022,train/val
P41143,train/val
P32300,train/val
P79291,train/val
P33533,train/val
F1N083,train/val
A0A286XTF2,train/val
F7HEV7,train/val
P47872,train/val
P31873,train/val
P60723,train/val
P9WHE1,train/val
P05091,train/val
P11884,train/val
P10721,train/val
Q12809,train/val
O08703,train/val
Q8WNY2,train/val
Q9TSZ3,train/val
O08962,train/val
P14679,train/val
P36888,train/val
P07766,train/val
P10912,train/val
P11511,train/val
P0C002,train/val
Q14524,train/val
P15389,train/val
Q2MZF0,train/val
Q9JJV9,train/val
P41972,train/val
P43094,train/val
O95342,train/val
P0CS83,train/val
P0CY26,train/val
O94907,train/val
O75417,train/val
P08861,train/val
P09093,train/val
P22083,train/val
P14141,train/val
P07451,train/val
P16015,train/val
P17301,train/val
P17516,train/val
P43219,train/val
Q0P543,train/val
P43354,train/val
Q07917,train/val
Q06219,train/val
P43568,train/val
P43870,train/val
P46108,train/val
P47775,train/val
P47806,train/val
P51164,train/val
Q9QYY9,train/val
Q64563,train/val
O14980,train/val
P71716,train/val
P9WP15,train/val
Q14397,train/val
O14763,train/val
P07846,train/val
Q15208,train/val
O35678,train/val
Q8R431,train/val
O35949,train/val
O43521,train/val
O43524,train/val
O43561,train/val
O46635,train/val
P50129,train/val
Q75Z89,train/val
P28223,train/val
P14842,train/val
P35363,train/val
P50128,train/val
O52691,train/val
O53551,train/val
Q28705,train/val
P04185,train/val
Q9X034,train/val
O51933,train/val
A0T123,train/val
P68563,train/val
Q9KU37,train/val
P17811,train/val
P12614,train/val
Q9NR20,train/val
P41134,train/val
P19332,train/val
P04117,train/val
P15090,train/val
P70623,train/val
P03377,train/val
Q993A8,train/val
P04578,train/val
P03375,train/val
Q72502,train/val
P03379,train/val
P03380,train/val
P03950,train/val
P04015,train/val
Q197X6,train/val
Q964Q8,train/val
Q92918,train/val
Q93T42,train/val
Q96D53,train/val
O32393,train/val
P24063,train/val
P06608,train/val
P44514,train/val
Q8T8E7,train/val
Q8T8E6,train/val
Q5KSK8,train/val
O14782,train/val
Q5TCQ9,train/val
P00546,train/val
P11169,train/val
Q8TDB8,train/val
P11172,train/val
Q43760,train/val
Q46991,train/val
P52663,train/val
Q9HWR2,train/val
P07112,train/val
P07148,train/val
P07237,train/val
P05307,train/val
P07254,train/val
P07998,train/val
Q86YV6,train/val
P15196,train/val
Q9UBK2,train/val
P43378,train/val
Q08257,train/val
P08865,train/val
P14206,train/val
Q96S37,train/val
P35329,train/val
Q9BVG8,train/val
Q16760,train/val
O95456,train/val
Q969U7,train/val
P36402,train/val
P30613,train/val
P12928,train/val
Q96CA5,train/val
P23528,train/val
Q9PPP5,train/val
P48023,train/val
P04004,train/val
P32302,train/val
P35384,train/val
P41180,train/val
Q9QY96,train/val
P48442,train/val
P27037,train/val
P27540,train/val
P27695,train/val
P28062,train/val
P28272,train/val
P28293,train/val
Q92793,train/val
Q92887,train/val
Q8RTE5,train/val
O43353,train/val
P04055,train/val
P48452,train/val
Q08209,train/val
P30043,train/val
P12807,train/val
P38936,train/val
Q4G017,train/val
Q4JIM5,train/val
P42684,train/val
Q51504,train/val
Q533H1,train/val
Q56D22,train/val
P28845,train/val
Q5XX84,train/val
Q581W1,train/val
Q582G3,train/val
P32321,train/val
P34021,train/val
O60285,train/val
P19525,train/val
P20352,train/val
P20645,train/val
Q00532,train/val
Q00537,train/val
Q9HB03,train/val
Q9HB55,train/val
Q9HBI0,train/val
Q9HBY8,train/val
Q9JMD7,train/val
Q8BGY9,train/val
Q9GZV3,train/val
Q924T8,train/val
Q99JA4,train/val
P22234,train/val
P22281,train/val
P49023,train/val
O76062,train/val
O60427,train/val
P12318,train/val
O75015,train/val
P08637,train/val
Q14376,train/val
O95838,train/val
P9WHH3,train/val
P13707,train/val
O35077,train/val
Q9JII9,train/val
O88410,train/val
Q9H4A3,train/val
A6JB73,train/val
Q9JIA7,train/val
P35344,train/val
Q97SG0,train/val
Q92997,train/val
Q9BQI3,train/val
Q9NZJ5,train/val
Q9H9B1,train/val
Q96KQ7,train/val
Q9Z148,train/val
Q6UWR7,train/val
Q94FV7,train/val
P08019,train/val
P12709,train/val
Q12051,train/val
P40495,train/val
P29070,train/val
P29353,train/val
P63086,train/val
P28482,train/val
P63085,train/val
P26696,train/val
Q13404,train/val
Q8BSK8,train/val
P23443,train/val
Q8G2R2,train/val
Q8IVH8,train/val
Q8IYT8,train/val
A7L861,train/val
A8DS27,train/val
A9LM97,train/val
Q9F663,train/val
Q93LQ9,train/val
Q848S6,train/val
A7WP95,train/val
A8QUY6,train/val
Q7WYA8,train/val
A8RR46,train/val
A9JQL9,train/val
B0BL08,train/val
P31648,train/val
P30531,train/val
P23978,train/val
P29474,train/val
P70313,train/val
Q28969,train/val
Q62600,train/val
P29473,train/val
P30305,train/val
P22413,train/val
P23570,train/val
P23940,train/val
P24298,train/val
P24387,train/val
P53615,train/val
P53671,train/val
P53686,train/val
Q0VJU6,train/val
Q61618,train/val
P28647,train/val
Q91WR5,train/val
P07724,train/val
O08663,train/val
P50579,train/val
O70126,train/val
P70343,train/val
P55097,train/val
O35186,train/val
P56484,train/val
Q13443,train/val
O60218,train/val
P02647,train/val
P84077,train/val
P84078,train/val
P22518,train/val
O35491,train/val
P49760,train/val
O35492,train/val
P49761,train/val
O35493,train/val
Q9HAZ1,train/val
Q9DCV3,train/val
Q96PD7,train/val
Q5FVP8,train/val
P57791,train/val
Q9Y256,train/val
P34152,train/val
Q05397,train/val
O35346,train/val
Q9QVP9,train/val
Q14289,train/val
P70600,train/val
Q8VHB5,train/val
Q8IWW8,train/val
Q13163,train/val
O43708,train/val
P49639,train/val
P13661,train/val
Q12891,train/val
P04014,train/val
Q6R3M4,train/val
Q6RI86,train/val
Q8BLA8,train/val
Q6T3U3,train/val
Q6T3U4,train/val
Q6W5P4,train/val
Q14761,train/val
P09810,train/val
P17752,train/val
P17532,train/val
P04053,train/val
Q16831,train/val
O60259,train/val
P00189,train/val
P06760,train/val
P05363,train/val
Q13535,train/val
Q8CFK4,train/val
P42680,train/val
P39748,train/val
O14672,train/val
O43184,train/val
P56068,train/val
Q9ZLT0,train/val
P56703,train/val
P34947,train/val
Q8VEB1,train/val
P43249,train/val
P51956,train/val
P30085,train/val
Q9HA47,train/val
P52623,train/val
P01730,train/val
Q5S007,train/val
Q12974,train/val
Q9QUN7,train/val
Q91V26,train/val
Q9NFG1,train/val
Q9NFS5,train/val
Q9NR96,train/val
P35428,train/val
Q04666,train/val
Q14469,train/val
P49652,train/val
P49915,train/val
Q3THK7,train/val
P49961,train/val
P50294,train/val
Q920R3,train/val
Q920L1,train/val
Q92772,train/val
P00642,train/val
P00690,train/val
P0AEJ2,train/val
P9WHE9,train/val
Q9HB89,train/val
P00669,train/val
P60033,train/val
O00764,train/val
P00540,train/val
P55213,train/val
P70677,train/val
P27987,train/val
Q9UGN5,train/val
Q9UGP5,train/val
Q9UHC3,train/val
P06242,train/val
P06279,train/val
P47936,train/val
Q9QZN9,train/val
Q8JXU8,train/val
Q7Z3S7,train/val
Q9X6V3,train/val
Q9X6W0,train/val
Q9XYC7,train/val
Q9Y253,train/val
Q9Y463,train/val
P0A6D3,train/val
Q15819,train/val
Q8RTE4,train/val
Q8SPU6,train/val
Q95WE6,train/val
Q60409,train/val
P14314,train/val
P20264,train/val
Q8FEJ5,train/val
P14137,train/val
Q13418,train/val
P48056,train/val
P31651,train/val
Q01970,train/val
P28565,train/val
Q61224,train/val
Q60484,train/val
P02724,train/val
A1E3K9,train/val
P0AB98,train/val
P0AEE8,train/val
P37747,train/val
P0A707,train/val
P22939,train/val
P06721,train/val
P38489,train/val
P27189,train/val
P0C7A1,train/val
P54310,train/val
P15304,train/val
Q9NYP7,train/val
Q9NYY3,train/val
Q9NZ08,train/val
Q9P0L2,train/val
Q9P289,train/val
P04180,train/val
P52176,train/val
P49763,train/val
P53624,train/val
Q9NP99,train/val
Q3I4V7,train/val
P11412,train/val
Q3UVX5,train/val
P31424,train/val
P41594,train/val
P48302,train/val
P21451,train/val
Q9BJF5,train/val
Q8BMN3,train/val
P12391,train/val
P0DTE4,train/val
Q9QXI6,train/val
P53790,train/val
O14727,train/val
P05198,train/val
Q6ZWX6,train/val
O88703,train/val
Q9UL51,train/val
P0A9J6,train/val
P0A725,train/val
P05181,train/val
O43868,train/val
P26918,train/val
Q44079,train/val
O31272,train/val
P9WP01,train/val
Q8T8E9,train/val
P63279,train/val
O54833,train/val
P19784,train/val
Q8VDG7,train/val
P0AE70,train/val
P69428,train/val
Q9GZU7,train/val
Q16281,train/val
P62745,train/val
Q9NPA2,train/val
Q92945,train/val
Q15596,train/val
Q62640,train/val
Q9ULK0,train/val
Q99593,train/val
Q63120,train/val
Q9NSA0,train/val
Q9ES07,train/val
Q63424,train/val
Q96BD0,train/val
P49281,train/val
Q9QNF7,train/val
P06479,train/val
P13159,train/val
P05231,train/val
Q08834,train/val
Q09328,train/val
C3TDZ2,train/val
P0A6R0,train/val
P12276,train/val
Q29473,train/val
Q70YI1,train/val
Q7REH6,train/val
A0A113T0T6,train/val
O94759,train/val
O18531,train/val
O78750,train/val
P00406,train/val
Q8HZP2,train/val
P46663,train/val
Q3BCU0,train/val
P46943,train/val
Q61125,train/val
Q9BXH1,train/val
Q03530,train/val
Q9GZR1,train/val
Q9HBY0,train/val
P59676,train/val
P14677,train/val
P98164,train/val
Q50H31,train/val
P15328,train/val
P51579,train/val
P51582,train/val
O35811,train/val
Q62666,train/val
Q16572,train/val
P20961,train/val
P46197,train/val
P20594,train/val
P10145,train/val
P52961,train/val
P15531,train/val
P04276,train/val
P62136,train/val
P62137,train/val
P63087,train/val
P36873,train/val
P62139,train/val
P51946,train/val
P31785,train/val
Q9HCU8,train/val
P82980,train/val
Q712U5,train/val
P52564,train/val
Q925U2,train/val
Q9H2R5,train/val
Q9CPU0,train/val
Q6P7Q4,train/val
Q04760,train/val
Q63377,train/val
Q9R193,train/val
P04062,train/val
P20817,train/val
P28566,train/val
Q9H2F3,train/val
Q8VCT3,train/val
O09175,train/val
P21440,train/val
Q08201,train/val
P21439,train/val
P80041,train/val
Q15303,train/val
P06685,train/val
P05023,train/val
P05024,train/val
P50997,train/val
Q01341,train/val
Q03343,train/val
O43306,train/val
P51829,train/val
Q6IMK5,train/val
Q9Y5Y6,train/val
Q71U36,train/val
P0DPH7,train/val
P68366,train/val
P02550,train/val
P68370,train/val
C5ISA2,train/val
P68363,train/val
Q9BQE3,train/val
Q6PEY2,train/val
P62959,train/val
P49773,train/val
P70349,train/val
P80912,train/val
Q15111,train/val
Q62688,train/val
O70212,train/val
P42356,train/val
O02811,train/val
P16110,train/val
P18266,train/val
P49841,train/val
B2LUN4,train/val
Q9WV60,train/val
A0A059UE90,train/val
P26439,train/val
P14060,train/val
P43819,train/val
P19687,train/val
P02718,train/val
P18113,train/val
P10828,train/val
P18433,train/val
P23292,train/val
P39962,train/val
Q99788,train/val
Q9ZTP8,train/val
Q8IY84,train/val
O00482,train/val
Q2KIM0,train/val
P11541,train/val
P16499,train/val
Q28263,train/val
P25110,train/val
P02716,train/val
P70606,train/val
P69328,train/val
P00378,train/val
P07807,train/val
P07339,train/val
Q02152,train/val
P43144,train/val
Q9UGM1,train/val
Q05901,train/val
P20815,train/val
P35396,train/val
Q62879,train/val
Q0ZAQ8,train/val
Q03181,train/val
P04177,train/val
P28650,train/val
Q14117,train/val
P04351,train/val
O43293,train/val
Q9BZX2,train/val
O95045,train/val
P48169,train/val
P20237,train/val
Q9D6F4,train/val
P28471,train/val
A0A8I3MY70,train/val
O60503,train/val
P51830,train/val
P06732,train/val
P00563,train/val
P00564,train/val
O88855,train/val
Q9R0Q2,train/val
P48974,train/val
Q9Y251,train/val
Q9Y2I1,train/val
Q9NRW4,train/val
O93874,train/val
P21217,train/val
Q6ZN18,train/val
Q09028,train/val
P01116,train/val
P31689,train/val
Q9X759,train/val
A5Z1V5,train/val
P17865,train/val
Q63199,train/val
O15021,train/val
O60307,train/val
Q86SG6,train/val
Q53H12,train/val
Q6P0Q8,train/val
Q80TJ7,train/val
Q9UPP1,train/val
Q8MWR2,train/val
O18473,train/val
Q8MYA6,train/val
Q8MWR1,train/val
P9WHB3,train/val
Q51505,train/val
Q9X6V7,train/val
Q07806,train/val
P42081,train/val
P33681,train/val
Q9Y275,train/val
P60880,train/val
P60881,train/val
P63027,train/val
P28908,train/val
O14788,train/val
P01031,train/val
P16410,train/val
Q89535,train/val
P13843,train/val
P12568,train/val
P03420,train/val
P26045,train/val
Q9HX69,train/val
Q9Y6W6,train/val
Q9ESS0,train/val
Q16787,train/val
O15230,train/val
P07942,train/val
P55268,train/val
P58307,train/val
P56718,train/val
O43613,train/val
P9WNV1,train/val
Q9SMJ3,train/val
Q96EG1,train/val
Q5JUR7,train/val
Q9NP80,train/val
Q4J6C6,train/val
Q9HB40,train/val
Q5VST6,train/val
Q5VWZ2,train/val
Q8NFV4,train/val
Q86TX2,train/val
P49753,train/val
Q8BVQ5,train/val
Q9Y570,train/val
P17174,train/val
P13221,train/val
P97449,train/val
Q5QQ41,train/val
Q8R146,train/val
P19205,train/val
P13798,train/val
Q6PE15,train/val
P65502,train/val
Q92698,train/val
P34707,train/val
P9WQ81,train/val
O95461,train/val
P61956,train/val
P55854,train/val
O94925,train/val
D3Z7P3,train/val
P13264,train/val
Q9BMK9,train/val
P01215,train/val
Q9H0H5,train/val
Q62848,train/val
Q15084,train/val
P80244,train/val
Q77YF9,train/val
Q9ULH1,train/val
Q14191,train/val
P06582,train/val
P38889,train/val
Q9NWM0,train/val
P58735,train/val
P00746,train/val
Q9UPN9,train/val
Q8WWQ0,train/val
O95696,train/val
Q9ULI0,train/val
Q9HC62,train/val
Q460N5,train/val
Q460N3,train/val
P97313,train/val
P35710,train/val
P01103,train/val
Q2NL67,train/val
P29274,train/val
Q99062,train/val
Q99808,train/val
Q7L0J3,train/val
Q02563,train/val
Q9JIS5,train/val
Q7L1I2,train/val
P03952,train/val
Q9H244,train/val
P13631,train/val
P18911,train/val
P48551,train/val
P9WGY9,train/val
P10826,train/val
P22605,train/val
Q47764,train/val
P95029,train/val
P38435,train/val
Q25704,train/val
P00740,train/val
Q13488,train/val
P49895,train/val
P15509,train/val
P32927,train/val
P0AFI5,train/val
P47871,train/val
A0A1D5QZY8,train/val
P04035,train/val
Q01237,train/val
P51639,train/val
P09610,train/val
P00347,train/val
Q1W675,train/val
P43088,train/val
Q92731,train/val
P16444,train/val
P33013,train/val
